"Superficie","Superficie_Pared","Area_techo","Altura_Total","Area_acristalamiento","Distri_superficie_acristalada","Carga_calentamiento","Carga_refrigeracion"
58800,29400,14700,700,0.1,1,2637,2703
58800,29400,14700,700,0.1,1,2527,3173
61250,31850,14700,700,0.1,1,2353,2731
61250,31850,14700,700,0.1,1,2403,2491
61250,31850,14700,700,0.1,1,2354,2461
61250,31850,14700,700,0.1,1,2258,2851
63700,34300,14700,700,0.1,1,3556,4168
63700,34300,14700,700,0.1,1,3712,3528
63700,34300,14700,700,0.1,1,3690,3443
63700,34300,14700,700,0.1,1,3594,4333
66150,41650,12250,700,0.1,1,3296,3387
66150,41650,12250,700,0.1,1,3212,3407
66150,41650,12250,700,0.1,1,3294,3414
66150,41650,12250,700,0.1,1,3221,3367
68600,24500,22050,350,0.1,1,1036,1343
68600,24500,22050,350,0.1,1,1043,1371
68600,24500,22050,350,0.1,1,1036,1348
68600,24500,22050,350,0.1,1,1039,1370
71050,26950,22050,350,0.1,1,1071,1380
71050,26950,22050,350,0.1,1,1080,1428
71050,26950,22050,350,0.1,1,1070,1387
71050,26950,22050,350,0.1,1,1075,1427
73500,29400,22050,350,0.1,1,1111,1428
73500,29400,22050,350,0.1,1,1113,1461
73500,29400,22050,350,0.1,1,1109,1430
73500,29400,22050,350,0.1,1,1116,1445
75950,31850,22050,350,0.1,1,1168,1390
75950,31850,22050,350,0.1,1,1169,1372
75950,31850,22050,350,0.1,1,1170,1388
75950,31850,22050,350,0.1,1,1169,1365
78400,34300,22050,350,0.1,1,1541,1937
78400,34300,22050,350,0.1,1,1520,1943
78400,34300,22050,350,0.1,1,1542,1934
78400,34300,22050,350,0.1,1,1521,1932
80850,36750,22050,350,0.1,1,1296,1434
80850,36750,22050,350,0.1,1,1297,1450
80850,36750,22050,350,0.1,1,1293,1433
80850,36750,22050,350,0.1,1,1302,1427
51450,29400,11025,700,0.1,2,2429,2595
51450,29400,11025,700,0.1,2,2431,2563
51450,29400,11025,700,0.1,2,2413,2613
51450,29400,11025,700,0.1,2,2425,2589
56350,31850,12250,700,0.1,2,2888,3254
56350,31850,12250,700,0.1,2,2968,2944
56350,31850,12250,700,0.1,2,2883,2936
56350,31850,12250,700,0.1,2,2790,3420
58800,29400,14700,700,0.1,2,2648,3091
58800,29400,14700,700,0.1,2,2702,2563
58800,29400,14700,700,0.1,2,2633,2736
58800,29400,14700,700,0.1,2,2536,3190
61250,31850,14700,700,0.1,2,2375,2738
61250,31850,14700,700,0.1,2,2423,2502
61250,31850,14700,700,0.1,2,2367,2480
61250,31850,14700,700,0.1,2,2279,2879
63700,34300,14700,700,0.1,2,3565,4107
63700,34300,14700,700,0.1,2,3726,3462
63700,34300,14700,700,0.1,2,3697,3387
63700,34300,14700,700,0.1,2,3603,4286
66150,41650,12250,700,0.1,2,3316,3391
66150,41650,12250,700,0.1,2,3240,3407
66150,41650,12250,700,0.1,2,3312,3417
66150,41650,12250,700,0.1,2,3241,3378
68600,24500,22050,350,0.1,2,1042,1339
68600,24500,22050,350,0.1,2,1046,1372
68600,24500,22050,350,0.1,2,1032,1357
68600,24500,22050,350,0.1,2,1045,1379
71050,26950,22050,350,0.1,2,1064,1367
71050,26950,22050,350,0.1,2,1072,1411
71050,26950,22050,350,0.1,2,1055,1380
71050,26950,22050,350,0.1,2,1068,1421
73500,29400,22050,350,0.1,2,1145,1320
73500,29400,22050,350,0.1,2,1146,1354
73500,29400,22050,350,0.1,2,1132,1332
73500,29400,22050,350,0.1,2,1149,1351
75950,31850,22050,350,0.1,2,1145,1486
75950,31850,22050,350,0.1,2,1142,1475
75950,31850,22050,350,0.1,2,1133,1500
75950,31850,22050,350,0.1,2,1143,1474
78400,34300,22050,350,0.1,2,1541,1923
78400,34300,22050,350,0.1,2,1518,1934
78400,34300,22050,350,0.1,2,1534,1932
78400,34300,22050,350,0.1,2,1519,1930
80850,36750,22050,350,0.1,2,1288,1437
80850,36750,22050,350,0.1,2,1300,1457
80850,36750,22050,350,0.1,2,1297,1427
80850,36750,22050,350,0.1,2,1304,1424
51450,29400,11025,700,0.1,3,2428,2568
51450,29400,11025,700,0.1,3,2440,2602
51450,29400,11025,700,0.1,3,2411,2584
51450,29400,11025,700,0.1,3,2435,2614
56350,31850,12250,700,0.1,3,2807,3414
56350,31850,12250,700,0.1,3,2901,3285
56350,31850,12250,700,0.1,3,2962,3008
56350,31850,12250,700,0.1,3,2905,2967
58800,29400,14700,700,0.1,3,2541,3173
58800,29400,14700,700,0.1,3,2647,3101
58800,29400,14700,700,0.1,3,2689,2590
58800,29400,14700,700,0.1,3,2646,2740
61250,31850,14700,700,0.1,3,2293,2868
61250,31850,14700,700,0.1,3,2384,2754
61250,31850,14700,700,0.1,3,2417,2535
61250,31850,14700,700,0.1,3,2387,2493
63700,34300,14700,700,0.1,3,3578,4312
63700,34300,14700,700,0.1,3,3548,4122
63700,34300,14700,700,0.1,3,3697,3510
63700,34300,14700,700,0.1,3,3670,3429
66150,41650,12250,700,0.1,3,3252,3385
66150,41650,12250,700,0.1,3,3328,3411
66150,41650,12250,700,0.1,3,3233,3448
66150,41650,12250,700,0.1,3,3324,3450
68600,24500,22050,350,0.1,3,1039,1360
68600,24500,22050,350,0.1,3,1034,1336
68600,24500,22050,350,0.1,3,1035,1365
68600,24500,22050,350,0.1,3,1038,1349
71050,26950,22050,350,0.1,3,1077,1414
71050,26950,22050,350,0.1,3,1068,1377
71050,26950,22050,350,0.1,3,1068,1430
71050,26950,22050,350,0.1,3,1070,1387
73500,29400,22050,350,0.1,3,1122,1444
73500,29400,22050,350,0.1,3,1116,1427
73500,29400,22050,350,0.1,3,1110,1467
73500,29400,22050,350,0.1,3,1114,1440
75950,31850,22050,350,0.1,3,1159,1346
75950,31850,22050,350,0.1,3,1160,1370
75950,31850,22050,350,0.1,3,1153,1359
75950,31850,22050,350,0.1,3,1161,1383
78400,34300,22050,350,0.1,3,1516,1914
78400,34300,22050,350,0.1,3,1536,1918
78400,34300,22050,350,0.1,3,1512,1937
78400,34300,22050,350,0.1,3,1536,1929
80850,36750,22050,350,0.1,3,1268,1409
80850,36750,22050,350,0.1,3,1263,1423
80850,36750,22050,350,0.1,3,1271,1414
80850,36750,22050,350,0.1,3,1273,1389
51450,29400,11025,700,0.1,4,2438,2591
51450,29400,11025,700,0.1,4,2423,2572
51450,29400,11025,700,0.1,4,2404,2618
51450,29400,11025,700,0.1,4,2432,2587
56350,31850,12250,700,0.1,4,2906,2934
56350,31850,12250,700,0.1,4,2805,3391
56350,31850,12250,700,0.1,4,2886,3283
56350,31850,12250,700,0.1,4,2979,2992
58800,29400,14700,700,0.1,4,2644,2717
58800,29400,14700,700,0.1,4,2537,3176
58800,29400,14700,700,0.1,4,2633,3106
58800,29400,14700,700,0.1,4,2703,2581
61250,31850,14700,700,0.1,4,2380,2461
61250,31850,14700,700,0.1,4,2280,2861
61250,31850,14700,700,0.1,4,2359,2757
61250,31850,14700,700,0.1,4,2424,2516
63700,34300,14700,700,0.1,4,3686,3425
63700,34300,14700,700,0.1,4,3589,4330
63700,34300,14700,700,0.1,4,3545,4186
63700,34300,14700,700,0.1,4,3710,3529
66150,41650,12250,700,0.1,4,3308,3411
66150,41650,12250,700,0.1,4,3238,3362
66150,41650,12250,700,0.1,4,3309,3389
66150,41650,12250,700,0.1,4,3231,3405
68600,24500,22050,350,0.1,4,1008,1320
68600,24500,22050,350,0.1,4,1015,1336
68600,24500,22050,350,0.1,4,1007,1321
68600,24500,22050,350,0.1,4,1014,1353
71050,26950,22050,350,0.1,4,1066,1367
71050,26950,22050,350,0.1,4,1068,1412
71050,26950,22050,350,0.1,4,1053,1379
71050,26950,22050,350,0.1,4,1072,1420
73500,29400,22050,350,0.1,4,1118,1429
73500,29400,22050,350,0.1,4,1122,1449
73500,29400,22050,350,0.1,4,1107,1442
73500,29400,22050,350,0.1,4,1120,1473
75950,31850,22050,350,0.1,4,1144,1486
75950,31850,22050,350,0.1,4,1142,1467
75950,31850,22050,350,0.1,4,1133,1500
75950,31850,22050,350,0.1,4,1143,1483
78400,34300,22050,350,0.1,4,1540,1924
78400,34300,22050,350,0.1,4,1519,1925
78400,34300,22050,350,0.1,4,1532,1942
78400,34300,22050,350,0.1,4,1516,1948
80850,36750,22050,350,0.1,4,1285,1437
80850,36750,22050,350,0.1,4,1304,1434
80850,36750,22050,350,0.1,4,1300,1428
80850,36750,22050,350,0.1,4,1300,1447
51450,29400,11025,700,0.1,5,2435,2564
51450,29400,11025,700,0.1,5,2433,2598
51450,29400,11025,700,0.1,5,2403,2588
51450,29400,11025,700,0.1,5,2426,2618
56350,31850,12250,700,0.1,5,2983,2982
56350,31850,12250,700,0.1,5,2908,2952
56350,31850,12250,700,0.1,5,2803,3445
56350,31850,12250,700,0.1,5,2902,3301
58800,29400,14700,700,0.1,5,2703,2582
58800,29400,14700,700,0.1,5,2645,2733
58800,29400,14700,700,0.1,5,2536,3204
58800,29400,14700,700,0.1,5,2645,3128
61250,31850,14700,700,0.1,5,2437,2511
61250,31850,14700,700,0.1,5,2389,2477
61250,31850,14700,700,0.1,5,2289,2888
61250,31850,14700,700,0.1,5,2386,2769
63700,34300,14700,700,0.1,5,3703,3499
63700,34300,14700,700,0.1,5,3671,3418
63700,34300,14700,700,0.1,5,3677,4314
63700,34300,14700,700,0.1,5,3548,4126
66150,41650,12250,700,0.1,5,3231,3425
66150,41650,12250,700,0.1,5,3321,3435
66150,41650,12250,700,0.1,5,3246,3364
66150,41650,12250,700,0.1,5,3327,3388
68600,24500,22050,350,0.1,5,1047,1365
68600,24500,22050,350,0.1,5,1037,1344
68600,24500,22050,350,0.1,5,1034,1372
68600,24500,22050,350,0.1,5,1039,1350
71050,26950,22050,350,0.1,5,1078,1418
71050,26950,22050,350,0.1,5,1070,1375
71050,26950,22050,350,0.1,5,1067,1426
71050,26950,22050,350,0.1,5,1369,1389
73500,29400,22050,350,0.1,5,1121,1455
73500,29400,22050,350,0.1,5,1114,1428
73500,29400,22050,350,0.1,5,1111,1446
73500,29400,22050,350,0.1,5,1116,1439
75950,31850,22050,350,0.1,5,1138,1454
75950,31850,22050,350,0.1,5,1134,1481
75950,31850,22050,350,0.1,5,1122,1465
75950,31850,22050,350,0.1,5,1134,1487
78400,34300,22050,350,0.1,5,1516,1924
78400,34300,22050,350,0.1,5,1537,1918
78400,34300,22050,350,0.1,5,1512,1926
78400,34300,22050,350,0.1,5,1536,1929
80850,36750,22050,350,0.1,5,1259,1424
80850,36750,22050,350,0.1,5,1274,1397
80850,36750,22050,350,0.1,5,1280,1399
80850,36750,22050,350,0.1,5,1262,1415
51450,29400,11025,700,0.25,1,2815,2979
51450,29400,11025,700,0.25,1,2815,2979
51450,29400,11025,700,0.25,1,2837,2928
51450,29400,11025,700,0.25,1,2841,2949
56350,31850,12250,700,0.25,1,3268,3612
56350,31850,12250,700,0.25,1,3348,3317
56350,31850,12250,700,0.25,1,3284,3271
56350,31850,12250,700,0.25,1,3200,3758
58800,29400,14700,700,0.25,1,2954,3398
58800,29400,14700,700,0.25,1,3005,2861
58800,29400,14700,700,0.25,1,2960,3012
58800,29400,14700,700,0.25,1,2866,3473
61250,31850,14700,700,0.25,1,2684,3017
61250,31850,14700,700,0.25,1,2727,2784
61250,31850,14700,700,0.25,1,2697,2725
61250,31850,14700,700,0.25,1,2619,3139
63700,34300,14700,700,0.25,1,3867,4380
63700,34300,14700,700,0.25,1,4003,3781
63700,34300,14700,700,0.25,1,3986,3685
63700,34300,14700,700,0.25,1,3904,4552
66150,41650,12250,700,0.25,1,3696,3685
66150,41650,12250,700,0.25,1,3613,3758
66150,41650,12250,700,0.25,1,3691,3745
66150,41650,12250,700,0.25,1,3643,3662
68600,24500,22050,350,0.25,1,1243,1519
68600,24500,22050,350,0.25,1,1250,1550
68600,24500,22050,350,0.25,1,1241,1528
68600,24500,22050,350,0.25,1,1245,1550
71050,26950,22050,350,0.25,1,1257,1542
71050,26950,22050,350,0.25,1,1265,1585
71050,26950,22050,350,0.25,1,1257,1544
71050,26950,22050,350,0.25,1,1263,1581
73500,29400,22050,350,0.25,1,1278,1521
73500,29400,22050,350,0.25,1,1293,1563
73500,29400,22050,350,0.25,1,1273,1548
73500,29400,22050,350,0.25,1,1272,1578
75950,31850,22050,350,0.25,1,1317,1639
75950,31850,22050,350,0.25,1,1318,1627
75950,31850,22050,350,0.25,1,1317,1639
75950,31850,22050,350,0.25,1,1318,1619
78400,34300,22050,350,0.25,1,1750,2113
78400,34300,22050,350,0.25,1,1735,2119
78400,34300,22050,350,0.25,1,1752,2109
78400,34300,22050,350,0.25,1,1737,2108
80850,36750,22050,350,0.25,1,1509,1577
80850,36750,22050,350,0.25,1,1512,1595
80850,36750,22050,350,0.25,1,1508,1577
80850,36750,22050,350,0.25,1,1516,1576
51450,29400,11025,700,0.25,2,2867,2962
51450,29400,11025,700,0.25,2,2857,2969
51450,29400,11025,700,0.25,2,2818,3018
51450,29400,11025,700,0.25,2,2860,3002
56350,31850,12250,700,0.25,2,3246,3556
56350,31850,12250,700,0.25,2,3327,3264
56350,31850,12250,700,0.25,2,3233,3277
56350,31850,12250,700,0.25,2,3166,3772
58800,29400,14700,700,0.25,2,2934,3337
58800,29400,14700,700,0.25,2,2987,2789
58800,29400,14700,700,0.25,2,2927,2990
58800,29400,14700,700,0.25,2,2840,3452
61250,31850,14700,700,0.25,2,2574,2827
61250,31850,14700,700,0.25,2,2598,2696
61250,31850,14700,700,0.25,2,2538,2672
61250,31850,14700,700,0.25,2,2494,2988
63700,34300,14700,700,0.25,2,3857,4386
63700,34300,14700,700,0.25,2,4019,3741
63700,34300,14700,700,0.25,2,3997,3677
63700,34300,14700,700,0.25,2,3898,4597
66150,41650,12250,700,0.25,2,3695,3687
66150,41650,12250,700,0.25,2,3628,3735
66150,41650,12250,700,0.25,2,3686,3728
66150,41650,12250,700,0.25,2,3645,3681
68600,24500,22050,350,0.25,2,1235,1473
68600,24500,22050,350,0.25,2,1245,1510
68600,24500,22050,350,0.25,2,1216,1518
68600,24500,22050,350,0.25,2,1230,1544
71050,26950,22050,350,0.25,2,1233,1491
71050,26950,22050,350,0.25,2,1229,1540
71050,26950,22050,350,0.25,2,1220,1494
71050,26950,22050,350,0.25,2,1249,1532
73500,29400,22050,350,0.25,2,1285,1552
73500,29400,22050,350,0.25,2,1287,1585
73500,29400,22050,350,0.25,2,1273,1566
73500,29400,22050,350,0.25,2,1295,1599
75950,31850,22050,350,0.25,2,1305,1589
75950,31850,22050,350,0.25,2,1293,1585
75950,31850,22050,350,0.25,2,1277,1622
75950,31850,22050,350,0.25,2,1300,1587
78400,34300,22050,350,0.25,2,1714,2047
78400,34300,22050,350,0.25,2,1684,2056
78400,34300,22050,350,0.25,2,1702,2048
78400,34300,22050,350,0.25,2,1711,2043
80850,36750,22050,350,0.25,2,1434,1532
80850,36750,22050,350,0.25,2,1466,1564
80850,36750,22050,350,0.25,2,1460,1514
80850,36750,22050,350,0.25,2,1460,1530
51450,29400,11025,700,0.25,3,2867,2943
51450,29400,11025,700,0.25,3,2856,2978
51450,29400,11025,700,0.25,3,2817,3010
51450,29400,11025,700,0.25,3,2863,3019
56350,31850,12250,700,0.25,3,3163,3635
56350,31850,12250,700,0.25,3,3240,3510
56350,31850,12250,700,0.25,3,3268,3283
56350,31850,12250,700,0.25,3,3229,3246
58800,29400,14700,700,0.25,3,2840,3352
58800,29400,14700,700,0.25,3,2940,3293
58800,29400,14700,700,0.25,3,2943,2838
58800,29400,14700,700,0.25,3,2907,2982
61250,31850,14700,700,0.25,3,2470,2877
61250,31850,14700,700,0.25,3,2548,2776
61250,31850,14700,700,0.25,3,2537,2695
61250,31850,14700,700,0.25,3,2517,2641
63700,34300,14700,700,0.25,3,3904,4513
63700,34300,14700,700,0.25,3,3835,4366
63700,34300,14700,700,0.25,3,3981,3776
63700,34300,14700,700,0.25,3,3983,3687
66150,41650,12250,700,0.25,3,3599,3607
66150,41650,12250,700,0.25,3,3659,3644
66150,41650,12250,700,0.25,3,3564,3728
66150,41650,12250,700,0.25,3,3652,3729
68600,24500,22050,350,0.25,3,1180,1449
68600,24500,22050,350,0.25,3,1203,1379
68600,24500,22050,350,0.25,3,1198,1472
68600,24500,22050,350,0.25,3,1169,1476
71050,26950,22050,350,0.25,3,1241,1492
71050,26950,22050,350,0.25,3,1228,1474
71050,26950,22050,350,0.25,3,1210,1557
71050,26950,22050,350,0.25,3,1219,1494
73500,29400,22050,350,0.25,3,1234,1492
73500,29400,22050,350,0.25,3,1246,1438
73500,29400,22050,350,0.25,3,1231,1544
73500,29400,22050,350,0.25,3,1212,1517
75950,31850,22050,350,0.25,3,1297,1553
75950,31850,22050,350,0.25,3,1301,1580
75950,31850,22050,350,0.25,3,1274,1614
75950,31850,22050,350,0.25,3,1284,1626
78400,34300,22050,350,0.25,3,1683,1987
78400,34300,22050,350,0.25,3,1693,2003
78400,34300,22050,350,0.25,3,1666,2046
78400,34300,22050,350,0.25,3,1686,2028
80850,36750,22050,350,0.25,3,1391,1489
80850,36750,22050,350,0.25,3,1434,1496
80850,36750,22050,350,0.25,3,1395,1489
80850,36750,22050,350,0.25,3,1399,1435
51450,29400,11025,700,0.25,4,2870,2961
51450,29400,11025,700,0.25,4,2855,2959
51450,29400,11025,700,0.25,4,2815,3019
51450,29400,11025,700,0.25,4,2862,3012
56350,31850,12250,700,0.25,4,3267,3212
56350,31850,12250,700,0.25,4,3169,3712
56350,31850,12250,700,0.25,4,3207,3616
56350,31850,12250,700,0.25,4,3328,3316
58800,29400,14700,700,0.25,4,2947,2945
58800,29400,14700,700,0.25,4,2842,3419
58800,29400,14700,700,0.25,4,2908,3393
58800,29400,14700,700,0.25,4,2988,2831
61250,31850,14700,700,0.25,4,2566,2630
61250,31850,14700,700,0.25,4,2496,2943
61250,31850,14700,700,0.25,4,2543,2876
61250,31850,14700,700,0.25,4,2600,2734
63700,34300,14700,700,0.25,4,4000,3626
63700,34300,14700,700,0.25,4,3884,4548
63700,34300,14700,700,0.25,4,3833,4416
63700,34300,14700,700,0.25,4,4012,3726
66150,41650,12250,700,0.25,4,3695,3720
66150,41650,12250,700,0.25,4,3645,3676
66150,41650,12250,700,0.25,4,3681,3705
66150,41650,12250,700,0.25,4,3626,3751
68600,24500,22050,350,0.25,4,1232,1492
68600,24500,22050,350,0.25,4,1230,1524
68600,24500,22050,350,0.25,4,1218,1503
68600,24500,22050,350,0.25,4,1243,1535
71050,26950,22050,350,0.25,4,1236,1467
71050,26950,22050,350,0.25,4,1249,1509
71050,26950,22050,350,0.25,4,1217,1520
71050,26950,22050,350,0.25,4,1228,1564
73500,29400,22050,350,0.25,4,1291,1537
73500,29400,22050,350,0.25,4,1295,1573
73500,29400,22050,350,0.25,4,1267,1583
73500,29400,22050,350,0.25,4,1286,1613
75950,31850,22050,350,0.25,4,1295,1595
75950,31850,22050,350,0.25,4,1300,1559
75950,31850,22050,350,0.25,4,1286,1617
75950,31850,22050,350,0.25,4,1292,1614
78400,34300,22050,350,0.25,4,1699,1965
78400,34300,22050,350,0.25,4,1669,1976
78400,34300,22050,350,0.25,4,1656,2037
78400,34300,22050,350,0.25,4,1662,1990
80850,36750,22050,350,0.25,4,1433,1541
80850,36750,22050,350,0.25,4,1461,1556
80850,36750,22050,350,0.25,4,1461,1507
80850,36750,22050,350,0.25,4,1465,1538
51450,29400,11025,700,0.25,5,2869,2953
51450,29400,11025,700,0.25,5,2858,2977
51450,29400,11025,700,0.25,5,2815,3000
51450,29400,11025,700,0.25,5,2861,3020
56350,31850,12250,700,0.25,5,3313,3225
56350,31850,12250,700,0.25,5,3231,3200
56350,31850,12250,700,0.25,5,3153,3719
56350,31850,12250,700,0.25,5,3246,3562
58800,29400,14700,700,0.25,5,2971,2802
58800,29400,14700,700,0.25,5,2909,2943
58800,29400,14700,700,0.25,5,2831,3415
58800,29400,14700,700,0.25,5,2939,3347
61250,31850,14700,700,0.25,5,2570,2653
61250,31850,14700,700,0.25,5,2517,2608
61250,31850,14700,700,0.25,5,2460,2931
61250,31850,14700,700,0.25,5,2549,2814
63700,34300,14700,700,0.25,5,3989,3754
63700,34300,14700,700,0.25,5,3983,3666
63700,34300,14700,700,0.25,5,3901,4528
63700,34300,14700,700,0.25,5,3865,4373
66150,41650,12250,700,0.25,5,3569,3693
66150,41650,12250,700,0.25,5,3664,3701
66150,41650,12250,700,0.25,5,3606,3573
66150,41650,12250,700,0.25,5,3670,3615
68600,24500,22050,350,0.25,5,1212,1448
68600,24500,22050,350,0.25,5,1167,1458
68600,24500,22050,350,0.25,5,1164,1481
68600,24500,22050,350,0.25,5,1202,1403
71050,26950,22050,350,0.25,5,1227,1527
71050,26950,22050,350,0.25,5,1219,1471
71050,26950,22050,350,0.25,5,1225,1523
71050,26950,22050,350,0.25,5,1227,1497
73500,29400,22050,350,0.25,5,1247,1514
73500,29400,22050,350,0.25,5,1212,1497
73500,29400,22050,350,0.25,5,1218,1522
73500,29400,22050,350,0.25,5,1247,1460
75950,31850,22050,350,0.25,5,1293,1583
75950,31850,22050,350,0.25,5,1282,1603
75950,31850,22050,350,0.25,5,1278,1580
75950,31850,22050,350,0.25,5,1302,1606
78400,34300,22050,350,0.25,5,1673,2013
78400,34300,22050,350,0.25,5,1686,2001
78400,34300,22050,350,0.25,5,1676,2019
78400,34300,22050,350,0.25,5,1692,2029
80850,36750,22050,350,0.25,5,1368,1519
80850,36750,22050,350,0.25,5,1399,1461
80850,36750,22050,350,0.25,5,1416,1461
80850,36750,22050,350,0.25,5,1386,1475
51450,29400,11025,700,0.4,1,3226,3337
51450,29400,11025,700,0.4,1,3226,3334
51450,29400,11025,700,0.4,1,3249,3283
51450,29400,11025,700,0.4,1,3253,3304
56350,31850,12250,700,0.4,1,3647,3928
56350,31850,12250,700,0.4,1,3724,3638
56350,31850,12250,700,0.4,1,3666,3592
56350,31850,12250,700,0.4,1,3596,4099
58800,29400,14700,700,0.4,1,3189,3599
58800,29400,14700,700,0.4,1,3239,3066
58800,29400,14700,700,0.4,1,3209,3170
58800,29400,14700,700,0.4,1,3129,3673
61250,31850,14700,700,0.4,1,2922,3171
61250,31850,14700,700,0.4,1,2991,2913
61250,31850,14700,700,0.4,1,2953,2899
61250,31850,14700,700,0.4,1,2865,3354
63700,34300,14700,700,0.4,1,4140,4529
63700,34300,14700,700,0.4,1,4262,3907
63700,34300,14700,700,0.4,1,4250,3835
63700,34300,14700,700,0.4,1,4167,4694
66150,41650,12250,700,0.4,1,4078,3955
66150,41650,12250,700,0.4,1,3997,4085
66150,41650,12250,700,0.4,1,4071,4063
66150,41650,12250,700,0.4,1,4043,3948
68600,24500,22050,350,0.4,1,1452,1694
68600,24500,22050,350,0.4,1,1461,1725
68600,24500,22050,350,0.4,1,1450,1703
68600,24500,22050,350,0.4,1,1455,1725
71050,26950,22050,350,0.4,1,1451,1710
71050,26950,22050,350,0.4,1,1460,1751
71050,26950,22050,350,0.4,1,1450,1712
71050,26950,22050,350,0.4,1,1458,1747
73500,29400,22050,350,0.4,1,1451,1650
73500,29400,22050,350,0.4,1,1470,1700
73500,29400,22050,350,0.4,1,1442,1687
73500,29400,22050,350,0.4,1,1442,1720
75950,31850,22050,350,0.4,1,1523,1814
75950,31850,22050,350,0.4,1,1523,1803
75950,31850,22050,350,0.4,1,1523,1814
75950,31850,22050,350,0.4,1,1523,1795
78400,34300,22050,350,0.4,1,1952,2272
78400,34300,22050,350,0.4,1,1936,2273
78400,34300,22050,350,0.4,1,1948,2272
78400,34300,22050,350,0.4,1,1942,2253
80850,36750,22050,350,0.4,1,1509,1720
80850,36750,22050,350,0.4,1,1717,1721
80850,36750,22050,350,0.4,1,1714,1715
80850,36750,22050,350,0.4,1,1714,1720
51450,29400,11025,700,0.4,2,3282,3296
51450,29400,11025,700,0.4,2,3271,3313
51450,29400,11025,700,0.4,2,3224,3394
51450,29400,11025,700,0.4,2,3272,3378
56350,31850,12250,700,0.4,2,3584,3835
56350,31850,12250,700,0.4,2,3657,3539
56350,31850,12250,700,0.4,2,3606,3494
56350,31850,12250,700,0.4,2,3569,4066
58800,29400,14700,700,0.4,2,3248,3548
58800,29400,14700,700,0.4,2,3274,3053
58800,29400,14700,700,0.4,2,3213,3228
58800,29400,14700,700,0.4,2,3164,3686
61250,31850,14700,700,0.4,2,2895,3034
61250,31850,14700,700,0.4,2,2949,2793
61250,31850,14700,700,0.4,2,2864,2895
61250,31850,14700,700,0.4,2,2801,3292
63700,34300,14700,700,0.4,2,4164,4559
63700,34300,14700,700,0.4,2,4310,3941
63700,34300,14700,700,0.4,2,4274,3884
63700,34300,14700,700,0.4,2,4192,4803
66150,41650,12250,700,0.4,2,4078,3948
66150,41650,12250,700,0.4,2,4015,4040
66150,41650,12250,700,0.4,2,4057,4047
66150,41650,12250,700,0.4,2,4042,3970
68600,24500,22050,350,0.4,2,1454,1643
68600,24500,22050,350,0.4,2,1445,1693
68600,24500,22050,350,0.4,2,1418,1699
68600,24500,22050,350,0.4,2,1450,1703
71050,26950,22050,350,0.4,2,1470,1677
71050,26950,22050,350,0.4,2,1466,1737
71050,26950,22050,350,0.4,2,1440,1727
